project_project_id,cases_case_id,cases_submitter_id,samples_sample_id,samples_submitter_id,portions_portion_id,portions_submitter_id,analytes_a260_a280_ratio,analytes_amount,analytes_analyte_id,analytes_analyte_quantity,analytes_analyte_type,analytes_analyte_type_id,analytes_analyte_volume,analytes_concentration,analytes_experimental_protocol_type,analytes_normal_tumor_genotype_snp_match,analytes_ribosomal_rna_28s_16s_ratio,analytes_rna_integrity_number,analytes_spectrophotometer_method,analytes_state,analytes_submitter_id,analytes_well_number
TCGA-SKCM,fc5b5d2f-0d03-45c2-b7a0-ba6ec108fe51,TCGA-EE-A29C,e6b3b5f4-1a6b-40be-a1de-1c680855f5d6,TCGA-EE-A29C-06A,26fec172-e28a-4c87-a8d5-c75660a97996,TCGA-EE-A29C-06A-21,,,f7f95ec2-c0c3-4c5d-95fd-a780a6af8e48,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EE-A29C-06A-21W,
TCGA-SKCM,590b5e18-d837-4c0e-becf-80520db57c0f,TCGA-Z2-A8RT,84f26c92-dbc9-41db-81e6-f7581c888b00,TCGA-Z2-A8RT-10A,5bccb707-9213-4322-93e2-13d63a785e5b,TCGA-Z2-A8RT-10A-01,,,1a3c2fa2-1f44-4398-98cc-dd52394e9f5d,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-Z2-A8RT-10A-01W,
TCGA-SKCM,590b5e18-d837-4c0e-becf-80520db57c0f,TCGA-Z2-A8RT,84f26c92-dbc9-41db-81e6-f7581c888b00,TCGA-Z2-A8RT-10A,5bccb707-9213-4322-93e2-13d63a785e5b,TCGA-Z2-A8RT-10A-01,,,806de354-87ee-4286-bcf7-7f01671b0711,,DNA,D,,0.14,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-Z2-A8RT-10A-01D,
TCGA-SKCM,590b5e18-d837-4c0e-becf-80520db57c0f,TCGA-Z2-A8RT,925fd43f-7f2b-48d3-9bd2-dfe23949a456,TCGA-Z2-A8RT-06A,64b6298a-1158-4a3b-9a09-dbb6459cdd4b,TCGA-Z2-A8RT-06A-11,1.87,,87e36022-9285-4594-bc39-0409b1a3ca9c,,RNA,R,,0.15,nRNA - Melanoma Protocol,Yes,1.34,8.5,UV Spec,released,TCGA-Z2-A8RT-06A-11R,
TCGA-SKCM,590b5e18-d837-4c0e-becf-80520db57c0f,TCGA-Z2-A8RT,925fd43f-7f2b-48d3-9bd2-dfe23949a456,TCGA-Z2-A8RT-06A,64b6298a-1158-4a3b-9a09-dbb6459cdd4b,TCGA-Z2-A8RT-06A-11,,,de15ae61-6e5b-409b-a700-f09771634ec0,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-Z2-A8RT-06A-11W,
TCGA-SKCM,590b5e18-d837-4c0e-becf-80520db57c0f,TCGA-Z2-A8RT,925fd43f-7f2b-48d3-9bd2-dfe23949a456,TCGA-Z2-A8RT-06A,64b6298a-1158-4a3b-9a09-dbb6459cdd4b,TCGA-Z2-A8RT-06A-11,,,ea41077c-5e45-4635-aba4-973b67c5b60b,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-Z2-A8RT-06A-11D,
TCGA-SKCM,5bc515c8-7727-4d69-98e9-31bbcb748550,TCGA-GN-A26A,42a0b5de-0878-404a-a809-6cb11e810186,TCGA-GN-A26A-10A,6828a6d5-dad0-48ba-a0fd-265be95a1fde,TCGA-GN-A26A-10A-01,,,384bc6d5-49bd-4165-9abd-df00675e43c7,,DNA,D,,0.17,Pre-extracted DNA received by TSS,Yes,,,PicoGreen,released,TCGA-GN-A26A-10A-01D,
TCGA-SKCM,5bc515c8-7727-4d69-98e9-31bbcb748550,TCGA-GN-A26A,42a0b5de-0878-404a-a809-6cb11e810186,TCGA-GN-A26A-10A,6828a6d5-dad0-48ba-a0fd-265be95a1fde,TCGA-GN-A26A-10A-01,,,ad92a69c-75aa-46a2-a869-6d12534047e4,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-GN-A26A-10A-01W,
TCGA-SKCM,5bc515c8-7727-4d69-98e9-31bbcb748550,TCGA-GN-A26A,cd2c64dc-8faa-469c-84dc-f701e17917c5,TCGA-GN-A26A-06A,2609d4d5-b851-456c-b653-a8dafecf9069,TCGA-GN-A26A-06A-11,,,51b2cfc8-5736-43be-a7c0-b8d5d24fea7a,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-GN-A26A-06A-11D,
TCGA-SKCM,5bc515c8-7727-4d69-98e9-31bbcb748550,TCGA-GN-A26A,cd2c64dc-8faa-469c-84dc-f701e17917c5,TCGA-GN-A26A-06A,2609d4d5-b851-456c-b653-a8dafecf9069,TCGA-GN-A26A-06A-11,,,77a38e3f-8959-4c7a-bc99-f992ff8977f3,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-GN-A26A-06A-11W,
TCGA-SKCM,5bc515c8-7727-4d69-98e9-31bbcb748550,TCGA-GN-A26A,cd2c64dc-8faa-469c-84dc-f701e17917c5,TCGA-GN-A26A-06A,2609d4d5-b851-456c-b653-a8dafecf9069,TCGA-GN-A26A-06A-11,1.7,,79dc0b42-30f5-4f5b-9037-bddead9679b0,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,1.8,9.3,UV Spec,released,TCGA-GN-A26A-06A-11R,
TCGA-SKCM,f0744fa2-db4a-40de-9fd2-f61863fd98d4,TCGA-D9-A1X3,0dceb511-4d42-4be9-b6da-f399f8d3c5b0,TCGA-D9-A1X3-10A,b1992ea1-821c-440f-bc19-072ba77962c2,TCGA-D9-A1X3-10A-01,,,2092dbd6-a52b-4888-8f5c-44ad2b10ea90,,DNA,D,,0.18,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-D9-A1X3-10A-01D,
TCGA-SKCM,68567581-0be3-48f1-8dcd-487bc0c1e6f6,TCGA-FR-A3R1,27a799c5-81f1-49f0-ba1f-3a3369a198fa,TCGA-FR-A3R1-10B,7ae1b3ff-0112-40cb-b730-4a1edfc9a0c5,TCGA-FR-A3R1-10B-01,,,15d9f484-5f72-483e-849b-dc8b33424cd1,,DNA,D,,0.16,Pre-extracted DNA received by TSS,Yes,,,PicoGreen,released,TCGA-FR-A3R1-10B-01D,
TCGA-SKCM,68567581-0be3-48f1-8dcd-487bc0c1e6f6,TCGA-FR-A3R1,27a799c5-81f1-49f0-ba1f-3a3369a198fa,TCGA-FR-A3R1-10B,7ae1b3ff-0112-40cb-b730-4a1edfc9a0c5,TCGA-FR-A3R1-10B-01,,,e1caec94-6b8b-4c0d-81be-eed89c8a09bd,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-FR-A3R1-10B-01W,
TCGA-SKCM,68567581-0be3-48f1-8dcd-487bc0c1e6f6,TCGA-FR-A3R1,da13feb1-2122-4711-b2cb-8ced093d7162,TCGA-FR-A3R1-01A,c045feae-7610-4d45-9b0b-f6c003fdb6bf,TCGA-FR-A3R1-01A-11,1.79,,10f5f81f-9b29-4254-b410-18997bbd2a1d,,RNA,R,,0.15,nRNA - Melanoma Protocol,Yes,1.9,8.7,UV Spec,released,TCGA-FR-A3R1-01A-11R,
TCGA-SKCM,68567581-0be3-48f1-8dcd-487bc0c1e6f6,TCGA-FR-A3R1,da13feb1-2122-4711-b2cb-8ced093d7162,TCGA-FR-A3R1-01A,c045feae-7610-4d45-9b0b-f6c003fdb6bf,TCGA-FR-A3R1-01A-11,,,8f17886a-2e5b-4437-85bc-45d11bf3ab0b,,DNA,D,,0.17,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-FR-A3R1-01A-11D,
TCGA-SKCM,68567581-0be3-48f1-8dcd-487bc0c1e6f6,TCGA-FR-A3R1,da13feb1-2122-4711-b2cb-8ced093d7162,TCGA-FR-A3R1-01A,c045feae-7610-4d45-9b0b-f6c003fdb6bf,TCGA-FR-A3R1-01A-11,,,e86216e8-57c1-4d31-b4c5-764d79a17500,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-FR-A3R1-01A-11W,
TCGA-SKCM,667d5c5e-abc0-4fb8-b6c4-739f7cb3f0fe,TCGA-EB-A5UM,14842d52-f246-41be-86f9-8ef535f1160a,TCGA-EB-A5UM-01A,044f0d29-5140-48cc-8bb0-e95fd5401644,TCGA-EB-A5UM-01A-11,,,564bfa2f-2a20-41ab-9017-bac3bf15fcba,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A5UM-01A-11D,
TCGA-SKCM,667d5c5e-abc0-4fb8-b6c4-739f7cb3f0fe,TCGA-EB-A5UM,14842d52-f246-41be-86f9-8ef535f1160a,TCGA-EB-A5UM-01A,044f0d29-5140-48cc-8bb0-e95fd5401644,TCGA-EB-A5UM-01A-11,1.85,,e966d4f8-b66f-4563-a683-4fc0cddba5ce,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,1.17,7.5,UV Spec,released,TCGA-EB-A5UM-01A-11R,
TCGA-SKCM,667d5c5e-abc0-4fb8-b6c4-739f7cb3f0fe,TCGA-EB-A5UM,4cfb6c0a-181e-4b6d-bae4-fe8100345e50,TCGA-EB-A5UM-10A,610ab63d-f368-482e-bd3f-4b0104f090ce,TCGA-EB-A5UM-10A-01,,,4cc2659b-b83f-4596-8d4e-47db16ed34d6,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A5UM-10A-01W,
TCGA-SKCM,667d5c5e-abc0-4fb8-b6c4-739f7cb3f0fe,TCGA-EB-A5UM,4cfb6c0a-181e-4b6d-bae4-fe8100345e50,TCGA-EB-A5UM-10A,610ab63d-f368-482e-bd3f-4b0104f090ce,TCGA-EB-A5UM-10A-01,,,7b06918c-c20b-46d4-87df-3348a503f02f,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A5UM-10A-01D,
TCGA-SKCM,82e85ac9-8e3e-4c2e-ae0b-a32ceeb8115d,TCGA-EB-A6QY,286c3c45-ff26-4a55-8b1a-37cbd995134b,TCGA-EB-A6QY-01A,3ceb2ddb-c9c3-451b-9ed3-f83974b82172,TCGA-EB-A6QY-01A-12,,,4080bf03-c2ba-44aa-b604-124649358b07,,DNA,D,,0.16,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A6QY-01A-12D,
TCGA-SKCM,82e85ac9-8e3e-4c2e-ae0b-a32ceeb8115d,TCGA-EB-A6QY,286c3c45-ff26-4a55-8b1a-37cbd995134b,TCGA-EB-A6QY-01A,3ceb2ddb-c9c3-451b-9ed3-f83974b82172,TCGA-EB-A6QY-01A-12,,,ba0ed6e6-c679-4f88-bec7-dee4e5e17779,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A6QY-01A-12W,
TCGA-SKCM,82e85ac9-8e3e-4c2e-ae0b-a32ceeb8115d,TCGA-EB-A6QY,286c3c45-ff26-4a55-8b1a-37cbd995134b,TCGA-EB-A6QY-01A,3ceb2ddb-c9c3-451b-9ed3-f83974b82172,TCGA-EB-A6QY-01A-12,1.89,,c0fa98af-a0f4-40f0-87a9-1e9583bd17e4,,RNA,R,,0.18,nRNA - Melanoma Protocol,Yes,1.49,7.8,UV Spec,released,TCGA-EB-A6QY-01A-12R,
TCGA-SKCM,82e85ac9-8e3e-4c2e-ae0b-a32ceeb8115d,TCGA-EB-A6QY,899882b0-e477-458a-b8da-59cc77ef3cf9,TCGA-EB-A6QY-10B,4c7ab779-d57b-4db7-b04f-52d8ec810e4e,TCGA-EB-A6QY-10B-01,,,0b673c30-0af3-41c6-866e-34b139d7e825,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A6QY-10B-01D,
TCGA-SKCM,82e85ac9-8e3e-4c2e-ae0b-a32ceeb8115d,TCGA-EB-A6QY,899882b0-e477-458a-b8da-59cc77ef3cf9,TCGA-EB-A6QY-10B,4c7ab779-d57b-4db7-b04f-52d8ec810e4e,TCGA-EB-A6QY-10B-01,,,f2db2ab1-bf47-4815-854c-ef6257954711,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A6QY-10B-01W,
TCGA-SKCM,32e40e0b-e74b-428c-acd3-84ec6a80c024,TCGA-EB-A5SF,3681e14a-ae9a-4740-8597-e4c9caaecf1c,TCGA-EB-A5SF-10A,906ebd3a-a622-4719-a2ba-a00833c3448f,TCGA-EB-A5SF-10A-01,,,2f4eb052-c4e8-490b-b071-6af531bfbace,,DNA,D,,0.14,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A5SF-10A-01D,
TCGA-SKCM,ef7bc188-6aec-467e-801a-ab2109a28104,TCGA-EB-A42Y,4ba4ece8-efd6-4269-8068-c6bad8850c34,TCGA-EB-A42Y-01A,9ea60776-c530-4fa5-90d3-2aca84906a2f,TCGA-EB-A42Y-01A-12,1.72,,0da6a177-9acd-419d-b9b6-b8c26fccbb91,,RNA,R,,0.16,nRNA - Melanoma Protocol,Yes,1.54,8.9,UV Spec,released,TCGA-EB-A42Y-01A-12R,
TCGA-SKCM,ef7bc188-6aec-467e-801a-ab2109a28104,TCGA-EB-A42Y,4ba4ece8-efd6-4269-8068-c6bad8850c34,TCGA-EB-A42Y-01A,9ea60776-c530-4fa5-90d3-2aca84906a2f,TCGA-EB-A42Y-01A-12,,,159163a9-92d9-4bb9-a5b4-bbd660c5b339,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A42Y-01A-12D,
TCGA-SKCM,ef7bc188-6aec-467e-801a-ab2109a28104,TCGA-EB-A42Y,4ba4ece8-efd6-4269-8068-c6bad8850c34,TCGA-EB-A42Y-01A,9ea60776-c530-4fa5-90d3-2aca84906a2f,TCGA-EB-A42Y-01A-12,,,8e92d9f6-df53-4bdb-ab9f-8a5b26f067f5,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A42Y-01A-12W,
TCGA-SKCM,ef7bc188-6aec-467e-801a-ab2109a28104,TCGA-EB-A42Y,8d9d164a-6b47-425f-914b-0352887e4a1f,TCGA-EB-A42Y-10A,9680e9de-39bc-4197-9ec9-42af7e69c10b,TCGA-EB-A42Y-10A-01,,,39a238f0-8a71-418e-9184-82c94ef45a5f,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A42Y-10A-01W,
TCGA-SKCM,ef7bc188-6aec-467e-801a-ab2109a28104,TCGA-EB-A42Y,8d9d164a-6b47-425f-914b-0352887e4a1f,TCGA-EB-A42Y-10A,9680e9de-39bc-4197-9ec9-42af7e69c10b,TCGA-EB-A42Y-10A-01,,,5a2f667a-547d-4626-969b-a2e821cc84fc,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A42Y-10A-01D,
TCGA-SKCM,3dd5a206-d7f3-42f1-b9cc-4b31c76d495d,TCGA-BF-A1PU,a4d739d2-63a1-41fc-82c1-f1d027db756d,TCGA-BF-A1PU-10A,5b20f609-081a-42c2-94b1-db8915879fce,TCGA-BF-A1PU-10A-01,,,06532780-c0b8-45c4-802d-31a6a4413631,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-A1PU-10A-01D,
TCGA-SKCM,3dd5a206-d7f3-42f1-b9cc-4b31c76d495d,TCGA-BF-A1PU,a4d739d2-63a1-41fc-82c1-f1d027db756d,TCGA-BF-A1PU-10A,5b20f609-081a-42c2-94b1-db8915879fce,TCGA-BF-A1PU-10A-01,,,397ea98a-fa98-4b44-9b7c-f5862198f5e5,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-BF-A1PU-10A-01W,
TCGA-SKCM,3dd5a206-d7f3-42f1-b9cc-4b31c76d495d,TCGA-BF-A1PU,d9c8128a-5990-43c8-ac08-cbdf035213d6,TCGA-BF-A1PU-01A,fbecc0c9-9bc8-4168-84c7-ba1ba7b7873d,TCGA-BF-A1PU-01A-11,,,1f7313ec-521d-4284-b009-4c035f1f22eb,,DNA,D,,0.18,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-A1PU-01A-11D,
TCGA-SKCM,3dd5a206-d7f3-42f1-b9cc-4b31c76d495d,TCGA-BF-A1PU,d9c8128a-5990-43c8-ac08-cbdf035213d6,TCGA-BF-A1PU-01A,fbecc0c9-9bc8-4168-84c7-ba1ba7b7873d,TCGA-BF-A1PU-01A-11,,,b7c3afa1-3d65-4386-bfb2-d41fce2bb793,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-BF-A1PU-01A-11W,
TCGA-SKCM,3dd5a206-d7f3-42f1-b9cc-4b31c76d495d,TCGA-BF-A1PU,d9c8128a-5990-43c8-ac08-cbdf035213d6,TCGA-BF-A1PU-01A,fbecc0c9-9bc8-4168-84c7-ba1ba7b7873d,TCGA-BF-A1PU-01A-11,1.75,,db16f4cb-4c2e-400b-a792-0d03fa8f265f,,RNA,R,,0.15,nRNA - Melanoma Protocol,Yes,1.6,8.4,UV Spec,released,TCGA-BF-A1PU-01A-11R,
TCGA-SKCM,d7ee2693-39a8-4e3a-b6f6-e4729800e34e,TCGA-EB-A24D,a74e2fec-291c-4967-afe3-101955578225,TCGA-EB-A24D-01A,a4cf734a-9fea-4071-8ce6-04a970cb4469,TCGA-EB-A24D-01A-11,,,32241ad5-8c96-4b0a-991b-cd9afdee42e5,,DNA,D,,0.16,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A24D-01A-11D,
TCGA-SKCM,d7ee2693-39a8-4e3a-b6f6-e4729800e34e,TCGA-EB-A24D,a74e2fec-291c-4967-afe3-101955578225,TCGA-EB-A24D-01A,a4cf734a-9fea-4071-8ce6-04a970cb4469,TCGA-EB-A24D-01A-11,,,5cbdb79a-9ceb-4b8e-930c-6d2e57c47fe9,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A24D-01A-11W,
TCGA-SKCM,d7ee2693-39a8-4e3a-b6f6-e4729800e34e,TCGA-EB-A24D,a74e2fec-291c-4967-afe3-101955578225,TCGA-EB-A24D-01A,a4cf734a-9fea-4071-8ce6-04a970cb4469,TCGA-EB-A24D-01A-11,1.8,,84fd37bc-1a11-4842-998b-00e631bf5844,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,1.6,9.2,UV Spec,released,TCGA-EB-A24D-01A-11R,
TCGA-SKCM,d7ee2693-39a8-4e3a-b6f6-e4729800e34e,TCGA-EB-A24D,d9ee5e38-f7f7-4e9a-8c01-4cded37dc2ec,TCGA-EB-A24D-10A,74d4c4f9-9eae-41c7-8158-3fb907af9395,TCGA-EB-A24D-10A-01,,,3d4b8a4d-da35-408a-a129-d5e636a51a30,,DNA,D,,0.18,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A24D-10A-01D,
TCGA-SKCM,d7ee2693-39a8-4e3a-b6f6-e4729800e34e,TCGA-EB-A24D,d9ee5e38-f7f7-4e9a-8c01-4cded37dc2ec,TCGA-EB-A24D-10A,74d4c4f9-9eae-41c7-8158-3fb907af9395,TCGA-EB-A24D-10A-01,,,c81250dd-c1df-4542-963e-34c455612761,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A24D-10A-01W,
TCGA-SKCM,32e40e0b-e74b-428c-acd3-84ec6a80c024,TCGA-EB-A5SF,3681e14a-ae9a-4740-8597-e4c9caaecf1c,TCGA-EB-A5SF-10A,906ebd3a-a622-4719-a2ba-a00833c3448f,TCGA-EB-A5SF-10A-01,,,63c3b635-5c47-4ee0-a158-aa8488a9e63b,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A5SF-10A-01W,
TCGA-SKCM,32e40e0b-e74b-428c-acd3-84ec6a80c024,TCGA-EB-A5SF,77e9f0d2-2ca5-48db-8a9c-51bdaf600d2a,TCGA-EB-A5SF-01A,c0c7c729-9ed9-4c86-bad3-6488d1e04df0,TCGA-EB-A5SF-01A-11,1.86,,95e2afdf-e534-46ac-a644-df3d3b0946eb,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,1.44,8.0,UV Spec,released,TCGA-EB-A5SF-01A-11R,
TCGA-SKCM,32e40e0b-e74b-428c-acd3-84ec6a80c024,TCGA-EB-A5SF,77e9f0d2-2ca5-48db-8a9c-51bdaf600d2a,TCGA-EB-A5SF-01A,c0c7c729-9ed9-4c86-bad3-6488d1e04df0,TCGA-EB-A5SF-01A-11,,,b8076890-3cc5-4d10-8ecf-f7edd9ac8fcf,,DNA,D,,0.17,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A5SF-01A-11D,
TCGA-SKCM,32e40e0b-e74b-428c-acd3-84ec6a80c024,TCGA-EB-A5SF,77e9f0d2-2ca5-48db-8a9c-51bdaf600d2a,TCGA-EB-A5SF-01A,c0c7c729-9ed9-4c86-bad3-6488d1e04df0,TCGA-EB-A5SF-01A-11,,,bba2f339-5e78-4535-9e3b-603435fe7a0d,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A5SF-01A-11W,
TCGA-SKCM,a67fd5bb-b6b6-4e00-9acd-68d0a59b5e55,TCGA-EE-A20I,9109e756-2db1-4d1b-93b4-128353b3362b,TCGA-EE-A20I-10A,a3a40c51-d43e-416f-bfa5-9f54837d5091,TCGA-EE-A20I-10A-01,,,28e8348a-2fbc-4d44-82eb-7ae01f0e1e04,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EE-A20I-10A-01W,
TCGA-SKCM,a67fd5bb-b6b6-4e00-9acd-68d0a59b5e55,TCGA-EE-A20I,9109e756-2db1-4d1b-93b4-128353b3362b,TCGA-EE-A20I-10A,a3a40c51-d43e-416f-bfa5-9f54837d5091,TCGA-EE-A20I-10A-01,,,6ec49725-6c63-4fd6-93d6-d7cf6a8c5000,,DNA,D,,0.15,Pre-extracted DNA received by TSS,Yes,,,PicoGreen,released,TCGA-EE-A20I-10A-01D,
TCGA-SKCM,a67fd5bb-b6b6-4e00-9acd-68d0a59b5e55,TCGA-EE-A20I,94d34c1f-3f94-4fe1-9e63-0ea7c232ac3a,TCGA-EE-A20I-06A,dcad254f-f569-4da3-b996-acb0ff073969,TCGA-EE-A20I-06A-11,,,0f5abd62-64e7-47d8-8bc3-3e92144980ad,,DNA,D,,0.16,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EE-A20I-06A-11D,
TCGA-SKCM,a67fd5bb-b6b6-4e00-9acd-68d0a59b5e55,TCGA-EE-A20I,94d34c1f-3f94-4fe1-9e63-0ea7c232ac3a,TCGA-EE-A20I-06A,dcad254f-f569-4da3-b996-acb0ff073969,TCGA-EE-A20I-06A-11,1.84,,a6422b85-5f17-4929-ac66-ca1c2371bbcb,,RNA,R,,0.15,nRNA - Melanoma Protocol,Yes,1.8,8.0,UV Spec,released,TCGA-EE-A20I-06A-11R,
TCGA-SKCM,a67fd5bb-b6b6-4e00-9acd-68d0a59b5e55,TCGA-EE-A20I,94d34c1f-3f94-4fe1-9e63-0ea7c232ac3a,TCGA-EE-A20I-06A,dcad254f-f569-4da3-b996-acb0ff073969,TCGA-EE-A20I-06A-11,,,ea84a2d9-14a3-4907-a2db-dde329e43542,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EE-A20I-06A-11W,
TCGA-SKCM,e865b9be-ca10-4805-9634-2f35ad18b63e,TCGA-WE-A8K4,1c8a4ca0-b78c-4770-9be3-af97e9f18d82,TCGA-WE-A8K4-10A,86b1a568-4622-45fb-abeb-511b2530394d,TCGA-WE-A8K4-10A-01,,,39dddef9-2b18-4d6a-926a-736389e08684,,DNA,D,,0.17,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-WE-A8K4-10A-01D,
TCGA-SKCM,e865b9be-ca10-4805-9634-2f35ad18b63e,TCGA-WE-A8K4,1c8a4ca0-b78c-4770-9be3-af97e9f18d82,TCGA-WE-A8K4-10A,86b1a568-4622-45fb-abeb-511b2530394d,TCGA-WE-A8K4-10A-01,,,65e242a2-1c21-48f4-9112-ffa6506b70ba,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-WE-A8K4-10A-01W,
TCGA-SKCM,e865b9be-ca10-4805-9634-2f35ad18b63e,TCGA-WE-A8K4,3a7e5d1d-3fc6-4100-abe4-8ff43a01ff26,TCGA-WE-A8K4-01A,a63f2811-e697-40a9-90d3-2a1cd5a240a1,TCGA-WE-A8K4-01A-12,,,7a9689c5-3ca1-47ab-80fb-7c34355bebb0,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-WE-A8K4-01A-12W,
TCGA-SKCM,e865b9be-ca10-4805-9634-2f35ad18b63e,TCGA-WE-A8K4,3a7e5d1d-3fc6-4100-abe4-8ff43a01ff26,TCGA-WE-A8K4-01A,a63f2811-e697-40a9-90d3-2a1cd5a240a1,TCGA-WE-A8K4-01A-12,1.88,,e362e6e5-65c6-4b13-942e-5abbf4414863,,RNA,R,,0.15,nRNA - Melanoma Protocol,Yes,1.15,7.8,UV Spec,released,TCGA-WE-A8K4-01A-12R,
TCGA-SKCM,e865b9be-ca10-4805-9634-2f35ad18b63e,TCGA-WE-A8K4,3a7e5d1d-3fc6-4100-abe4-8ff43a01ff26,TCGA-WE-A8K4-01A,a63f2811-e697-40a9-90d3-2a1cd5a240a1,TCGA-WE-A8K4-01A-12,,,f561a079-15d2-4fca-a427-8ff9d27366b2,,DNA,D,,0.14,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-WE-A8K4-01A-12D,
TCGA-SKCM,49f961af-1126-431d-93cd-18941c1738f3,TCGA-FR-A726,010d3625-4234-49a2-8864-a4d3809af628,TCGA-FR-A726-01A,e0108cd1-1167-4514-b268-472a222c68f5,TCGA-FR-A726-01A-11,,,0b5a3765-30f4-4887-a605-bb49f1e1de4c,,DNA,D,,0.16,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-FR-A726-01A-11D,
TCGA-SKCM,49f961af-1126-431d-93cd-18941c1738f3,TCGA-FR-A726,010d3625-4234-49a2-8864-a4d3809af628,TCGA-FR-A726-01A,e0108cd1-1167-4514-b268-472a222c68f5,TCGA-FR-A726-01A-11,,,3f98240a-e54d-4704-9878-abe3fce9db5a,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-FR-A726-01A-11W,
TCGA-SKCM,49f961af-1126-431d-93cd-18941c1738f3,TCGA-FR-A726,010d3625-4234-49a2-8864-a4d3809af628,TCGA-FR-A726-01A,e0108cd1-1167-4514-b268-472a222c68f5,TCGA-FR-A726-01A-11,1.87,,48f0b994-3734-400b-856b-8fe91d7b2c3d,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,1.54,8.4,UV Spec,released,TCGA-FR-A726-01A-11R,
TCGA-SKCM,49f961af-1126-431d-93cd-18941c1738f3,TCGA-FR-A726,c2a970a6-3b4d-4582-8b20-4bfaa1d75e99,TCGA-FR-A726-10A,20a7c235-0464-48f2-a03a-81465a122d1f,TCGA-FR-A726-10A-01,,,1b687ef8-c0f7-4546-b86a-921a5816bf3a,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-FR-A726-10A-01W,
